date,timestamp,channel,message_id,message_text,is_signal,asset,direction,signal_time
2026-01-31,2026-01-31 13:03:06,lc trader,24607,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation SARCNY_otc—13:05: CALL 🟢  ⏰ ENDS AT: 13:10  1º GALE - ENDS AT 13:15 2º GALE - ENDS AT 13:20  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,SARCNY_otc,call,13:05
2026-01-31,2026-01-31 13:26:03,lc trader,24608,❌LOSS,No,,,
2026-01-31,2026-01-31 13:28:07,lc trader,24609,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation GBPJPY_otc—13:30: CALL 🟢  ⏰ ENDS AT: 13:35  1º GALE - ENDS AT 13:40 2º GALE - ENDS AT 13:45  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,GBPJPY_otc,call,13:30
2026-01-31,2026-01-31 13:48:09,lc trader,24611,✅VICTORY 1º GALE,No,,,
2026-01-31,2026-01-31 13:50:14,lc trader,24612,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation NZDJPY_otc—13:55: PUT 🔴  ⏰ ENDS AT: 14:00  1º GALE - ENDS AT 14:05 2º GALE - ENDS AT 14:10  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,NZDJPY_otc,put,13:55
2026-01-31,2026-01-31 14:03:11,lc trader,24614,✅DIRECT VICTORY,No,,,
2026-01-31,2026-01-31 14:05:16,lc trader,24615,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation USDMYR_otc—14:10: CALL 🟢  ⏰ ENDS AT: 14:15  1º GALE - ENDS AT 14:20 2º GALE - ENDS AT 14:25  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,USDMYR_otc,call,14:10
2026-01-31,2026-01-31 14:19:04,lc trader,24617,✅DIRECT VICTORY,No,,,
2026-01-31,2026-01-31 14:21:04,lc trader,24618,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation USDDZD_otc—14:25: CALL 🟢  ⏰ ENDS AT: 14:30  1º GALE - ENDS AT 14:35 2º GALE - ENDS AT 14:40  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,USDDZD_otc,call,14:25
2026-01-31,2026-01-31 14:45:13,lc trader,24620,✅VICTORY 2º GALE,No,,,
2026-01-31,2026-01-31 14:48:04,lc trader,24621,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation USDDZD_otc—14:50: CALL 🟢  ⏰ ENDS AT: 14:55  1º GALE - ENDS AT 15:00 2º GALE - ENDS AT 15:05  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,USDDZD_otc,call,14:50
2026-01-31,2026-01-31 15:04:03,lc trader,24622,,No,,,
2026-01-31,2026-01-31 15:04:05,lc trader,24623,✅VICTORY 1º GALE,No,,,
2026-01-31,2026-01-31 15:06:05,lc trader,24624,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation USDCOP_otc—15:10: CALL 🟢  ⏰ ENDS AT: 15:15  1º GALE - ENDS AT 15:20 2º GALE - ENDS AT 15:25  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,USDCOP_otc,call,15:10
2026-01-31,2026-01-31 15:35:03,lc trader,24625,❌LOSS,No,,,
2026-01-31,2026-01-31 15:37:03,lc trader,24626,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation USDBDT_otc—15:40: PUT 🔴  ⏰ ENDS AT: 15:45  1º GALE - ENDS AT 15:50 2º GALE - ENDS AT 15:55  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,USDBDT_otc,put,15:40
2026-01-31,2026-01-31 16:01:04,lc trader,24628,✅VICTORY 2º GALE,No,,,
2026-01-31,2026-01-31 16:03:05,lc trader,24629,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation GBPJPY_otc—16:05: CALL 🟢  ⏰ ENDS AT: 16:10  1º GALE - ENDS AT 16:15 2º GALE - ENDS AT 16:20  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,GBPJPY_otc,call,16:05
2026-01-31,2026-01-31 16:20:08,lc trader,24633,OPERATIONS REPORT(31/01)📊  SIGNAL 1 -> LOSS ❌ SIGNAL 2 -> WIN ✅ SIGNAL 3 -> WIN ✅ SIGNAL 4 -> WIN ✅ SIGNAL 5 -> WIN ✅ SIGNAL 6 -> WIN ✅ SIGNAL 7 -> LOSS ❌ SIGNAL 8 -> WIN ✅ SIGNAL 9 -> WIN ✅  07 WIN ✅ 02 LOSS ❌,No,,,
2026-01-31,2026-01-31 16:23:16,lc trader,24634,**END OF THE 2º SESSION 🚀🏆**,No,,,
2026-01-31,2026-01-31 17:32:04,lc trader,24635,"**3º SESSION OF THE DAY IS ABOUT TO START 💸🤑**  **⏰We’ll start in 60 minutes — set your alarms** ‼️  **Get $50,000 to test our trades**  👇👇👇 [**📊CLICK HERE TO CREATE YOUR ACCOUNT**](https://bit.ly/registerpockett)  **Don’t know how to copy the trades??**  👇👇👇 [** 👨🏻‍🎓CLICK HERE TO WATCH THE MINI COURSE **](https://t.me/luctrader09/113)  ✅✅",No,,,
2026-01-31,2026-01-31 18:02:06,lc trader,24636,**⏰ Set Your Alarms!**  🌐 TIME ZONES BY COUNTRY ⬇️ 🇬🇭 Starts at 04:00 AM - Ghana   🇳🇬 Starts at 05:00 AM - Nigeria   🇨🇲 Starts at 05:00 AM - Cameroon   🇿🇦 Starts at 06:00 AM - South Africa   🇪🇬 Starts at 06:00 AM - Egypt   🇵🇱 Starts at 06:00 AM - Poland   🇰🇪 Starts at 07:00 AM - Kenya   🇸🇴 Starts at 07:00 AM - Somalia   🇦🇪 Starts at 08:00 AM - United Arab Emirates   🇮🇳 Starts at 09:30 AM - India    **📌 We will send 5 HIGH-QUALITY signals!** **📢 Stay tuned and get ready! 🚀**,No,,,
2026-01-31,2026-01-31 18:32:03,lc trader,24638,**We began our analyses folks 📊**  **TIME ZONE 👉 UTC -3 🌍**  Keep your broker open to not miss any opportunity👇  [**📊CLICK HERE TO CREATE YOUR ACCOUNT**](https://bit.ly/registerpockett),No,,,
2026-01-31,2026-01-31 18:34:06,lc trader,24639,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation EURJPY_otc—18:35: CALL 🟢  ⏰ ENDS AT: 18:40  1º GALE - ENDS AT 18:45 2º GALE - ENDS AT 18:50  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,EURJPY_otc,call,18:35
2026-01-31,2026-01-31 18:52:10,lc trader,24641,✅VICTORY 1º GALE,No,,,
2026-01-31,2026-01-31 18:54:14,lc trader,24642,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation NZDJPY_otc—19:00: CALL 🟢  ⏰ ENDS AT: 19:05  1º GALE - ENDS AT 19:10 2º GALE - ENDS AT 19:15  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,NZDJPY_otc,call,19:00
2026-01-31,2026-01-31 19:19:10,lc trader,24644,✅VICTORY 1º GALE,No,,,
2026-01-31,2026-01-31 19:21:04,lc trader,24645,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation BHDCNY_otc—19:25: CALL 🟢  ⏰ ENDS AT: 19:30  1º GALE - ENDS AT 19:35 2º GALE - ENDS AT 19:40  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,BHDCNY_otc,call,19:25
2026-01-31,2026-01-31 19:41:03,lc trader,24647,✅VICTORY 1º GALE,No,,,
2026-01-31,2026-01-31 19:43:05,lc trader,24648,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation AUDNZD_otc—19:45: CALL 🟢  ⏰ ENDS AT: 19:50  1º GALE - ENDS AT 19:55 2º GALE - ENDS AT 20:00  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,AUDNZD_otc,call,19:45
2026-01-31,2026-01-31 20:04:12,lc trader,24650,✅VICTORY 2º GALE,No,,,
2026-01-31,2026-01-31 20:06:04,lc trader,24651,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation OMRCNY_otc—20:10: PUT 🔴  ⏰ ENDS AT: 20:15  1º GALE - ENDS AT 20:20 2º GALE - ENDS AT 20:25  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,OMRCNY_otc,put,20:10
2026-01-31,2026-01-31 20:20:04,lc trader,24653,✅DIRECT VICTORY,No,,,
2026-01-31,2026-01-31 20:20:15,lc trader,24655,OPERATIONS REPORT(31/01)📊  SIGNAL 1 -> WIN ✅ SIGNAL 2 -> WIN ✅ SIGNAL 3 -> WIN ✅ SIGNAL 4 -> WIN ✅ SIGNAL 5 -> WIN ✅  05 WIN ✅ 00 LOSS ❌,No,,,
2026-01-31,2026-01-31 20:23:09,lc trader,24656,**END OF THE 3º SESSION 🚀🏆**,No,,,
2026-02-01,2026-02-01 03:00:06,lc trader,24657,"**1º SESSION OF THE DAY IS ABOUT TO START 💸🤑**  **⏰We’ll start in 60 minutes — set your alarms** ‼️  **Get $50,000 to test our trades**  👇👇👇 [📊CLICK HERE TO CREATE YOUR ACCOUNT](https://tinyurl.com/Lctraderpocket)  Don’t know how to copy the trades??  👇👇👇 [ 👨🏻‍🎓CLICK HERE TO WATCH THE MINI COURSE ](https://t.me/luctrader09/113)  ✅✅",No,,,
2026-02-01,2026-02-01 03:30:05,lc trader,24658,**⏰ Set Your Alarms!**  🌐 TIME ZONES BY COUNTRY ⬇️ 🇬🇭 Starts at 04:00 AM - Ghana   🇳🇬 Starts at 05:00 AM - Nigeria   🇨🇲 Starts at 05:00 AM - Cameroon   🇿🇦 Starts at 06:00 AM - South Africa   🇪🇬 Starts at 06:00 AM - Egypt   🇵🇱 Starts at 06:00 AM - Poland   🇰🇪 Starts at 07:00 AM - Kenya   🇸🇴 Starts at 07:00 AM - Somalia   🇦🇪 Starts at 08:00 AM - United Arab Emirates   🇮🇳 Starts at 09:30 AM - India    **📌 We will send 5 HIGH-QUALITY signals!** **📢 Stay tuned and get ready! 🚀**,No,,,
2026-02-01,2026-02-01 04:00:06,lc trader,24659,,No,,,
2026-02-01,2026-02-01 04:00:08,lc trader,24660,**We began our analyses folks 📊**  **TIME ZONE 👉 UTC -3 🌍**  Keep your broker open to not miss any opportunity👇  [📊CLICK HERE TO CREATE YOUR ACCOUNT](https://bit.ly/registerpockett),No,,,
2026-02-01,2026-02-01 04:03:10,lc trader,24661,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation BHDCNY_otc—04:05: CALL 🟢  ⏰ ENDS AT: 04:10  1º GALE - ENDS AT 04:15 2º GALE - ENDS AT 04:20  [📲 Click here to open the broker](https://tinyurl.com/Lctraderpocket),Yes,BHDCNY_otc,call,04:05
2026-02-01,2026-02-01 04:18:11,lc trader,24663,✅DIRECT VICTORY,No,,,
2026-02-01,2026-02-01 04:20:14,lc trader,24664,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation USDARS_otc—04:25: PUT 🔴  ⏰ ENDS AT: 04:30  1º GALE - ENDS AT 04:35 2º GALE - ENDS AT 04:40  [📲 Click here to open the broker](https://tinyurl.com/Lctraderpocket),Yes,USDARS_otc,put,04:25
2026-02-01,2026-02-01 04:38:04,lc trader,24666,✅VICTORY 1º GALE,No,,,
2026-02-01,2026-02-01 04:40:06,lc trader,24667,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation AUDUSD_otc—04:45: CALL 🟢  ⏰ ENDS AT: 04:50  1º GALE - ENDS AT 04:55 2º GALE - ENDS AT 05:00  [📲 Click here to open the broker](https://tinyurl.com/Lctraderpocket),Yes,AUDUSD_otc,call,04:45
2026-02-01,2026-02-01 04:52:02,lc trader,24668,,No,,,
2026-02-01,2026-02-01 04:52:04,lc trader,24669,✅DIRECT VICTORY,No,,,
2026-02-01,2026-02-01 04:54:04,lc trader,24670,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation EURHUF_otc—05:00: PUT 🔴  ⏰ ENDS AT: 05:05  1º GALE - ENDS AT 05:10 2º GALE - ENDS AT 05:15  [📲 Click here to open the broker](https://tinyurl.com/Lctraderpocket),Yes,EURHUF_otc,put,05:00
2026-02-01,2026-02-01 05:12:05,lc trader,24672,✅DIRECT VICTORY,No,,,
2026-02-01,2026-02-01 05:14:11,lc trader,24673,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation SARCNY_otc—05:15: CALL 🟢  ⏰ ENDS AT: 05:20  1º GALE - ENDS AT 05:25 2º GALE - ENDS AT 05:30  [📲 Click here to open the broker](https://tinyurl.com/Lctraderpocket),Yes,SARCNY_otc,call,05:15
2026-02-01,2026-02-01 05:24:03,lc trader,24675,✅DIRECT VICTORY,No,,,
2026-02-01,2026-02-01 05:24:06,lc trader,24677,OPERATIONS REPORT(01/02)📊  SIGNAL 1 -> GAIN ✅ SIGNAL 2 -> GAIN ✅ SIGNAL 3 -> GAIN ✅ SIGNAL 4 -> GAIN ✅ SIGNAL 5 -> GAIN ✅  05 WIN ✅ 00 LOSS ❌,No,,,
2026-02-01,2026-02-01 05:27:09,lc trader,24678,**END OF THE 1º SESSION 🚀🏆**,No,,,
