timestamp,channel,message_id,message_text,is_signal,asset,direction,signal_time
2026-01-21 17:23:01,james martin vip channel m1,42404,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **GBPJPY** - PUT 🟥 - 17:27 • Expiration: 1 minute (M1) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2320686916/3)",Yes,GBPJPY,put,17:27
2026-01-21 17:28:03,james martin vip channel m1,42406,,No,,,
2026-01-21 17:54:24,james martin vip channel m1,42407,🔥,No,,,
2026-01-21 18:00:02,james martin vip channel m1,42408,🏆 **Partial Result - VIP Signals [21/01]**  ✅ Win on EURGBP-OTC at 06:33 ❌ Loss on USDCHF-OTC at 07:30 ✅ Win on USDCHF at 08:32 ✅ Win on EURCAD at 09:43 ✅ Win on EURAUD at 10:38 ✅ Win on EURGBP at 11:33 ✅ Win on AUDCAD at 12:35 ❌ Loss on EURAUD at 13:40 ✅ Win on GBPJPY at 14:33 ✅ Win on GBPUSD at 15:34 ✅ Win on GBPUSD at 16:34 ✅ Win on GBPJPY at 17:28  FINAL RESULT: 10x2 💰,No,,,
2026-01-21 18:16:03,james martin vip channel m1,42409,⏳ **Get Ready For The Next Session** ⏰ **Expiration: 1 Minute [M1]**  🔍 __Analyzing The Market...__ **STAY ALERT!** 👀 ➡️ [**Click Here**](https://bit.ly/RegistrationFree-PocketOption) To Keep The Broker Open And Not Miss Any Opportunities.  ⚠️ **IMPORTANT:** Verify Your Account On **Pocket Option** To Unlock **INSTANT WITHDRAWALS!** 🚀  ➡️ [**CLICK HERE**](https://telegra.ph/Verify-Your-Account-on-Pocket-Option-Easily-10-29) To Learn How To Verify Your Account And Secure Fast Withdrawals! 💸,No,,,
2026-01-21 18:16:46,james martin vip channel m1,42410,**Activate notifications so you don't miss any signals!** 🔔,No,,,
2026-01-21 18:28:01,james martin vip channel m1,42411,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURJPY-OTC** - PUT 🟥 - 18:32 • Expiration: 1 minute (M1) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2320686916/3)",Yes,EURJPY-OTC,put,18:32
2026-01-21 18:35:02,james martin vip channel m1,42413,,No,,,
2026-01-21 18:51:53,james martin vip channel m1,42414,"🔥 Many Traders Fail Not Because They Lose, But Because They Don't Manage Their Losses! Don't Make The Same Mistake.  ➡️ [**Click Here And Learn Risk Management**](https://telegra.ph/How-to-Perform-Risk-Management-Effectively-02-06)",No,,,
2026-01-21 19:24:02,james martin vip channel m1,42415,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURUSD-OTC** - PUT 🟥 - 19:27 • Expiration: 1 minute (M1) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2320686916/3)",Yes,EURUSD-OTC,put,19:27
2026-01-21 19:28:05,james martin vip channel m1,42417,,No,,,
2026-01-21 19:43:45,james martin vip channel m1,42418,,No,,,
2026-01-21 19:57:37,james martin vip channel m1,42419,"**📈**** Donchian Channels on 1M doing the heavy lifting** **$56.06 → $3,100 with clean breakouts.****⚡️**  **👉** [**Watch how the entries form.**](https://www.youtube.com/watch?v=v2pyeBca_LI&list=PLNUN-BuUl5U7Xcj6FSlvQl_CokoHjVxyL)",No,,,
2026-01-21 20:34:03,james martin vip channel m1,42420,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **USDCHF-OTC** - PUT 🟥 - 20:37 • Expiration: 1 minute (M1) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2320686916/3)",Yes,USDCHF-OTC,put,20:37
2026-01-21 20:38:03,james martin vip channel m1,42422,,No,,,
2026-01-21 20:58:11,james martin vip channel m1,42423,,No,,,
2026-01-21 21:34:04,james martin vip channel m1,42424,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURGBP-OTC** - PUT 🟥 - 21:37 • Expiration: 1 minute (M1) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2320686916/3)",Yes,EURGBP-OTC,put,21:37
2026-01-21 21:38:01,james martin vip channel m1,42426,,No,,,
2026-01-21 21:57:28,james martin vip channel m1,42427,📉,No,,,
2026-01-21 22:34:01,james martin vip channel m1,42428,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **NZDUSD-OTC** - PUT 🟥 - 22:37 • Expiration: 1 minute (M1) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2320686916/3)",Yes,NZDUSD-OTC,put,22:37
2026-01-21 22:38:01,james martin vip channel m1,42430,,No,,,
2026-01-21 23:02:30,james martin vip channel m1,42431,"🎯 If My Signals Are Making You Money, Imagine How Much They Could Help Someone Else! 📌 Share this link now: https://bit.ly/Access-To-Vip",No,,,
2026-01-21 23:34:03,james martin vip channel m1,42432,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURUSD-OTC** - CALL 🟩 - 23:37 • Expiration: 1 minute (M1) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2320686916/3)",Yes,EURUSD-OTC,call,23:37
2026-01-21 23:39:01,james martin vip channel m1,42434,,No,,,
