timestamp,channel,message_id,message_text,is_signal,asset,direction,signal_time
2026-01-22 04:07:15,james martin vip channel m1,42451,,No,,,
2026-01-22 04:32:03,james martin vip channel m1,42452,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **AUDCAD-OTC** - PUT 🟥 - 04:37 • Expiration: 1 minute (M1) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2320686916/3)",Yes,AUDCAD-OTC,put,04:37
2026-01-22 04:38:02,james martin vip channel m1,42454,,No,,,
2026-01-22 05:04:14,james martin vip channel m1,42455,"🚀 Success In Trading Isn't About How Much You Win, But About How Well You Manage Your Losses!  ➡️ [**Click Here And Secure Your Capital**](https://telegra.ph/How-to-Perform-Risk-Management-Effectively-02-06)",No,,,
2026-01-22 05:17:01,james martin vip channel m1,42456,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURGBP-OTC** - PUT 🟥 - 05:22 • Expiration: 1 minute (M1) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2320686916/3)",Yes,EURGBP-OTC,put,05:22
2026-01-22 14:29:03,james martin vip channel m1,42459,👇🏻,No,,,
2026-01-22 14:32:06,james martin vip channel m1,42460,"**💥**** Family, time’s running! We go live in 30 mins**  __🤷__‍♂️__ Not using the signals yet? Start with this:__ **🌐** [**Video explanation**](https://t.me/c/1815139606/228)  **🎞** [**Live stream right here!**](http://youtube.com/@OBJamesMartin?sub_confirmation=1)",No,,,
2026-01-22 14:49:20,james martin vip channel m1,42461,💼,No,,,
2026-01-22 14:59:02,james martin vip channel m1,42462,▶️,No,,,
2026-01-22 15:00:00,james martin vip channel m1,42463,🏆 **Partial Result - VIP Signals [22/01]**  ✅ Win on EURJPY-OTC at 18:35 ✅ Win on EURUSD-OTC at 19:28 ✅ Win on USDCHF-OTC at 20:38 ✅ Win on EURGBP-OTC at 21:38 ✅ Win on NZDUSD-OTC at 22:38 ✅ Win on EURUSD-OTC at 23:39 ✅ Win on EURUSD-OTC at 00:39 ✅ Win on NZDUSD-OTC at 01:34 ✅ Win on EURGBP-OTC at 02:38 ✅ Win on GBPUSD-OTC at 03:43 ✅ Win on AUDCAD-OTC at 04:38 ✅ Win on EURGBP-OTC at 05:26  FINAL RESULT: 12x0 💰,No,,,
2026-01-22 15:00:55,james martin vip channel m1,42464,👉🏻** You can't miss my live stream right now! **  ‼️** I am trading in the market and will be available to answer any questions you have. **  ⚡️ Don't forget to share the link with a friend or family member. It would be a great help!  [🌐 Watch on YouTube](https://youtube.com/live/IRCQyaI2u3c),No,,,
2026-01-22 15:09:03,james martin vip channel m1,42465,⏳ **Get Ready For The Next Session** ⏰ **Expiration: 1 Minute [M1]**  🔍 __Analyzing The Market...__ **STAY ALERT!** 👀 ➡️ [**Click Here**](https://bit.ly/RegistrationFree-PocketOption) To Keep The Broker Open And Not Miss Any Opportunities.  ⚠️ **IMPORTANT:** Verify Your Account On **Pocket Option** To Unlock **INSTANT WITHDRAWALS!** 🚀  ➡️ [**CLICK HERE**](https://telegra.ph/Verify-Your-Account-on-Pocket-Option-Easily-10-29) To Learn How To Verify Your Account And Secure Fast Withdrawals! 💸,No,,,
2026-01-22 15:09:38,james martin vip channel m1,42466,**Activate notifications so you don't miss any signals!** 🔔,No,,,
2026-01-22 15:33:03,james martin vip channel m1,42467,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **AUDCAD-OTC** - PUT 🟥 - 06:37 • Expiration: 1 minute (M1) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2320686916/3)",Yes,AUDCAD-OTC,put,06:37
2026-01-22 15:38:05,james martin vip channel m1,42469,,No,,,
2026-01-22 15:59:30,james martin vip channel m1,42470,💰 Did You Win This Trade? Now Learn How To Withdraw Your Profits Correctly!  ➡️ [**Click Here And Learn How To Withdraw Your Money**](https://telegra.ph/How-to-Withdraw-and-Deposit-on-the-Brokerage-09-16),No,,,
2026-01-22 16:24:01,james martin vip channel m1,42471,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **USDCHF-OTC** - PUT 🟥 - 07:27 • Expiration: 1 minute (M1) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2320686916/3)",Yes,USDCHF-OTC,put,07:27
2026-01-22 16:28:01,james martin vip channel m1,42473,,No,,,
2026-01-22 16:43:13,james martin vip channel m1,42474,"🏆 Following Signals Is Good, But Trading With Strategy Is BETTER! Learn How To Do It Now.  ➡️ [**Click Here And Improve Your Results**](https://telegra.ph/How-to-Start-Profiting-with-My-Signals-09-16)",No,,,
2026-01-22 17:29:01,james martin vip channel m1,42475,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **CADCHF** - PUT 🟥 - 08:32 • Expiration: 1 minute (M1) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2320686916/3)",Yes,CADCHF,put,08:32
2026-01-22 17:33:05,james martin vip channel m1,42477,,No,,,
2026-01-22 17:49:15,james martin vip channel m1,42478,"📌 If You Follow My Signals, It's Time To Make Sure You Can Withdraw Your Profits!  ➡️ [**Verify Your Account Now And Secure Fast Withdrawals**](https://telegra.ph/Verify-Your-Account-on-Pocket-Option-Easily-10-29)",No,,,
2026-01-22 18:39:02,james martin vip channel m1,42479,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **GBPAUD** - PUT 🟥 - 09:42 • Expiration: 1 minute (M1) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2320686916/3)",Yes,GBPAUD,put,09:42
2026-01-22 18:45:05,james martin vip channel m1,42481,,No,,,
2026-01-22 18:58:50,james martin vip channel m1,42482,📚 Are You Losing Money Due To Basic Mistakes? Learn How To Trade The Right Way Now!  ➡️ [**Click Here And Watch The Full Tutorial**](https://telegra.ph/How-to-Start-Profiting-with-My-Signals-09-16),No,,,
2026-01-22 19:28:02,james martin vip channel m1,42483,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURCHF** - CALL 🟩 - 10:32 • Expiration: 1 minute (M1) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2320686916/3)",Yes,EURCHF,call,10:32
2026-01-22 19:34:00,james martin vip channel m1,42485,,No,,,
2026-01-22 19:49:01,james martin vip channel m1,42486,"🏆 The Best Opportunities Are Meant To Be Shared! If You Profit With My Signals, Invite A Friend. ➡️ [**Share This Link And Be Part Of The Success**](https://bit.ly/Access-To-Vip)",No,,,
2026-01-22 20:06:01,james martin vip channel m1,42488,,No,,,
2026-01-22 20:27:02,james martin vip channel m1,42489,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURGBP** - PUT 🟥 - 11:32 • Expiration: 1 minute (M1) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2320686916/3)",Yes,EURGBP,put,11:32
2026-01-22 20:34:03,james martin vip channel m1,42491,,No,,,
2026-01-22 20:58:24,james martin vip channel m1,42492,💎,No,,,
2026-01-22 21:27:04,james martin vip channel m1,42493,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURAUD** - PUT 🟥 - 12:32 • Expiration: 1 minute (M1) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2320686916/3)",Yes,EURAUD,put,12:32
2026-01-22 21:33:01,james martin vip channel m1,42495,,No,,,
2026-01-22 21:43:53,james martin vip channel m1,42496,⏳ It's Time To Stop Making Mistakes! Learn How To Trade Correctly And Maximize Your Profits.  ➡️ [**Click Here And Learn How To Trade**](https://telegra.ph/How-to-Start-Profiting-with-My-Signals-09-16),No,,,
2026-01-22 22:32:03,james martin vip channel m1,42497,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **CADCHF** - PUT 🟥 - 13:37 • Expiration: 1 minute (M1) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2320686916/3)",Yes,CADCHF,put,13:37
2026-01-22 22:39:06,james martin vip channel m1,42499,,No,,,
2026-01-22 22:55:29,james martin vip channel m1,42500,📈 Don't Let Your Money Get Stuck In The Broker! Make Sure You Can Withdraw Anytime.  ➡️ [**Click Here And Unlock Your Withdrawals**](https://telegra.ph/Verify-Your-Account-on-Pocket-Option-Easily-10-29),No,,,
2026-01-22 23:33:01,james martin vip channel m1,42501,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **AUDJPY** - PUT 🟥 - 14:37 • Expiration: 1 minute (M1) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2320686916/3)",Yes,AUDJPY,put,14:37
2026-01-22 23:38:03,james martin vip channel m1,42503,,No,,,
2026-01-22 23:52:32,james martin vip channel m1,42504,"📈 If You're Making Money With My Signals, Why Not Help Others Do The Same? 📌 Copy and send this link: https://bit.ly/Access-To-Vip",No,,,
