timestamp,channel,message_id,message_text,is_signal,asset,direction,signal_time
2026-01-21 15:58:05,lc trader,23871,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation USDRUB_otc—16:00: PUT 🔴  ⏰ ENDS AT: 16:05  1º GALE - ENDS AT 16:10 2º GALE - ENDS AT 16:15  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,USDRUB_otc,put,16:00
2026-01-21 16:13:04,lc trader,23873,✅DIRECT VICTORY,No,,,
2026-01-21 16:13:07,lc trader,23875,OPERATIONS REPORT(21/01)📊  SIGNAL 1 -> WIN ✅ SIGNAL 2 -> WIN ✅ SIGNAL 3 -> WIN ✅ SIGNAL 4 -> LOSS ❌ SIGNAL 5 -> WIN ✅ SIGNAL 6 -> LOSS ❌ SIGNAL 7 -> WIN ✅ SIGNAL 8 -> WIN ✅ SIGNAL 9 -> WIN ✅  07 WIN ✅ 02 LOSS ❌,No,,,
2026-01-21 16:16:07,lc trader,23876,**END OF THE 2º SESSION 🚀🏆**,No,,,
2026-01-21 17:32:05,lc trader,23877,"**3º SESSION OF THE DAY IS ABOUT TO START 💸🤑**  **⏰We’ll start in 60 minutes — set your alarms** ‼️  **Get $50,000 to test our trades**  👇👇👇 [**📊CLICK HERE TO CREATE YOUR ACCOUNT**](https://bit.ly/registerpockett)  **Don’t know how to copy the trades??**  👇👇👇 [** 👨🏻‍🎓CLICK HERE TO WATCH THE MINI COURSE **](https://t.me/luctrader09/113)  ✅✅",No,,,
2026-01-21 18:02:06,lc trader,23878,**⏰ Set Your Alarms!**  🌐 TIME ZONES BY COUNTRY ⬇️ 🇬🇭 Starts at 04:00 AM - Ghana   🇳🇬 Starts at 05:00 AM - Nigeria   🇨🇲 Starts at 05:00 AM - Cameroon   🇿🇦 Starts at 06:00 AM - South Africa   🇪🇬 Starts at 06:00 AM - Egypt   🇵🇱 Starts at 06:00 AM - Poland   🇰🇪 Starts at 07:00 AM - Kenya   🇸🇴 Starts at 07:00 AM - Somalia   🇦🇪 Starts at 08:00 AM - United Arab Emirates   🇮🇳 Starts at 09:30 AM - India    **📌 We will send 5 HIGH-QUALITY signals!** **📢 Stay tuned and get ready! 🚀**,No,,,
2026-01-21 18:32:06,lc trader,23880,**We began our analyses folks 📊**  **TIME ZONE 👉 UTC -3 🌍**  Keep your broker open to not miss any opportunity👇  [**📊CLICK HERE TO CREATE YOUR ACCOUNT**](https://bit.ly/registerpockett),No,,,
2026-01-21 18:34:05,lc trader,23881,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation CADCHF_otc—18:35: PUT 🔴  ⏰ ENDS AT: 18:40  1º GALE - ENDS AT 18:45 2º GALE - ENDS AT 18:50  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,CADCHF_otc,put,18:35
2026-01-21 18:53:04,lc trader,23883,✅VICTORY 1º GALE,No,,,
2026-01-21 18:55:06,lc trader,23884,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation EURGBP_otc—19:00: CALL 🟢  ⏰ ENDS AT: 19:05  1º GALE - ENDS AT 19:10 2º GALE - ENDS AT 19:15  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,EURGBP_otc,call,19:00
2026-01-21 19:19:05,lc trader,23885,❌LOSS,No,,,
2026-01-21 19:21:06,lc trader,23886,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation USDCAD_otc—19:25: CALL 🟢  ⏰ ENDS AT: 19:30  1º GALE - ENDS AT 19:35 2º GALE - ENDS AT 19:40  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,USDCAD_otc,call,19:25
2026-01-21 19:39:03,lc trader,23887,,No,,,
2026-01-21 19:39:07,lc trader,23888,✅DIRECT VICTORY,No,,,
2026-01-21 19:41:04,lc trader,23889,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation NZDJPY_otc—19:45: PUT 🔴  ⏰ ENDS AT: 19:50  1º GALE - ENDS AT 19:55 2º GALE - ENDS AT 20:00  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,NZDJPY_otc,put,19:45
2026-01-21 20:05:04,lc trader,23890,❌LOSS,No,,,
2026-01-21 20:07:06,lc trader,23891,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation LBPUSD_otc—20:10: CALL 🟢  ⏰ ENDS AT: 20:15  1º GALE - ENDS AT 20:20 2º GALE - ENDS AT 20:25  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,LBPUSD_otc,call,20:10
2026-01-21 20:20:11,lc trader,23893,✅DIRECT VICTORY,No,,,
2026-01-21 20:23:06,lc trader,23894,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation GBPAUD_otc—20:25: CALL 🟢  ⏰ ENDS AT: 20:30  1º GALE - ENDS AT 20:35 2º GALE - ENDS AT 20:40  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,GBPAUD_otc,call,20:25
2026-01-21 20:39:08,lc trader,23896,✅DIRECT VICTORY,No,,,
2026-01-21 20:42:06,lc trader,23897,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation USDARS_otc—20:45: PUT 🔴  ⏰ ENDS AT: 20:50  1º GALE - ENDS AT 20:55 2º GALE - ENDS AT 21:00  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,USDARS_otc,put,20:45
2026-01-21 21:03:04,lc trader,23899,✅VICTORY 1º GALE,No,,,
2026-01-21 21:05:09,lc trader,23900,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation AUDNZD_otc—21:10: CALL 🟢  ⏰ ENDS AT: 21:15  1º GALE - ENDS AT 21:20 2º GALE - ENDS AT 21:25  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,AUDNZD_otc,call,21:10
2026-01-21 21:32:04,lc trader,23902,✅VICTORY 2º GALE,No,,,
2026-01-21 21:34:06,lc trader,23903,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation GBPAUD_otc—21:35: CALL 🟢  ⏰ ENDS AT: 21:40  1º GALE - ENDS AT 21:45 2º GALE - ENDS AT 21:50  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,GBPAUD_otc,call,21:35
2026-01-21 21:46:06,lc trader,23907,OPERATIONS REPORT(21/01)📊  SIGNAL 1 -> WIN ✅ SIGNAL 2 -> LOSS ❌ SIGNAL 3 -> WIN ✅ SIGNAL 4 -> LOSS ❌ SIGNAL 5 -> WIN ✅ SIGNAL 6 -> WIN ✅ SIGNAL 7 -> WIN ✅ SIGNAL 8 -> WIN ✅ SIGNAL 9 -> WIN ✅  07 WIN ✅ 02 LOSS ❌,No,,,
2026-01-21 21:49:07,lc trader,23908,**END OF THE 3º SESSION 🚀🏆**,No,,,
