date,timestamp,channel,message_id,message_text,is_signal,asset,direction,signal_time
2026-01-31,2026-01-31 04:22:09,logic 5 cycle,82643,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 04:24:05,logic 5 cycle,82644,📊 USDBDT-OTCp ⏰ 01:25 ⌛️ 1 Minutes 🔴 PUT DOWN ⬇️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,put,01:25
2026-01-31,2026-01-31 04:30:11,logic 5 cycle,82645,📊 USDBDT-OTCp ⏰ 01:31 ⌛️ 1 Minutes 🔴 PUT DOWN ⬇️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,put,01:31
2026-01-31,2026-01-31 04:33:08,logic 5 cycle,82646,🗓 USDBDT-OTCp Profit ✅.,No,,,
2026-01-31,2026-01-31 04:36:14,logic 5 cycle,82647,📊 USDBDT-OTCp ⏰ 01:37 ⌛️ 1 Minutes 🟢 CALL UP ⬆️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,call,01:37
2026-01-31,2026-01-31 04:39:08,logic 5 cycle,82648,🗓 USDBDT-OTCp Loss ☑️,No,,,
2026-01-31,2026-01-31 04:44:15,logic 5 cycle,82649,📊 USDBDT-OTCp ⏰ 01:45 ⌛️ 1 Minutes 🔴 PUT DOWN ⬇️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,put,01:45
2026-01-31,2026-01-31 04:47:08,logic 5 cycle,82650,🗓 USDBDT-OTCp Profit ✅.,No,,,
2026-01-31,2026-01-31 04:51:08,logic 5 cycle,82651,📊 USDBDT-OTCp ⏰ 01:52 ⌛️ 1 Minutes 🔴 PUT DOWN ⬇️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,put,01:52
2026-01-31,2026-01-31 04:54:05,logic 5 cycle,82652,🗓 USDBDT-OTCp Loss ☑️,No,,,
2026-01-31,2026-01-31 05:01:06,logic 5 cycle,82653,📊 USDBDT-OTCp ⏰ 02:02 ⌛️ 1 Minutes 🔴 PUT DOWN ⬇️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,put,02:02
2026-01-31,2026-01-31 05:03:12,logic 5 cycle,82654,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 05:05:05,logic 5 cycle,82655,📊 USDBDT-OTCp ⏰ 02:06 ⌛️ 1 Minutes 🟢 CALL UP ⬆️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,call,02:06
2026-01-31,2026-01-31 05:07:07,logic 5 cycle,82656,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 05:10:11,logic 5 cycle,82657,📊 USDBDT-OTCp ⏰ 02:11 ⌛️ 1 Minutes 🔴 PUT DOWN ⬇️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,put,02:11
2026-01-31,2026-01-31 05:13:13,logic 5 cycle,82658,🗓 USDBDT-OTCp Profit ✅.,No,,,
2026-01-31,2026-01-31 05:16:05,logic 5 cycle,82659,📊 USDBDT-OTCp ⏰ 02:17 ⌛️ 1 Minutes 🔴 PUT DOWN ⬇️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,put,02:17
2026-01-31,2026-01-31 05:19:05,logic 5 cycle,82660,🗓 USDBDT-OTCp Loss ☑️,No,,,
2026-01-31,2026-01-31 05:26:11,logic 5 cycle,82661,📊 USDBDT-OTCp ⏰ 02:27 ⌛️ 1 Minutes 🟢 CALL UP ⬆️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,call,02:27
2026-01-31,2026-01-31 05:28:15,logic 5 cycle,82662,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 05:33:56,logic 5 cycle,82663,📊 USDBDT-OTCp ⏰ 02:34 ⌛️ 1 Minutes 🔴 PUT DOWN ⬇️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,put,02:34
2026-01-31,2026-01-31 05:35:11,logic 5 cycle,82664,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 05:38:16,logic 5 cycle,82665,📊 USDBDT-OTCp ⏰ 02:39 ⌛️ 1 Minutes 🔴 PUT DOWN ⬇️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,put,02:39
2026-01-31,2026-01-31 05:40:09,logic 5 cycle,82666,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 05:42:13,logic 5 cycle,82667,📊 USDBDT-OTCp ⏰ 02:43 ⌛️ 1 Minutes 🟢 CALL UP ⬆️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,call,02:43
2026-01-31,2026-01-31 05:44:06,logic 5 cycle,82668,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 05:51:09,logic 5 cycle,82669,📊 USDBDT-OTCp ⏰ 02:52 ⌛️ 1 Minutes 🔴 PUT DOWN ⬇️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,put,02:52
2026-01-31,2026-01-31 05:53:04,logic 5 cycle,82670,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 05:58:00,logic 5 cycle,82671,📊 USDBDT-OTCp ⏰ 02:58 ⌛️ 1 Minutes 🟢 CALL UP ⬆️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,call,02:58
2026-01-31,2026-01-31 05:59:06,logic 5 cycle,82672,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 06:01:55,logic 5 cycle,82673,📊 USDBDT-OTCp ⏰ 03:02 ⌛️ 1 Minutes 🟢 CALL UP ⬆️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,call,03:02
2026-01-31,2026-01-31 06:03:13,logic 5 cycle,82674,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 06:08:08,logic 5 cycle,82675,📊 USDBDT-OTCp ⏰ 03:09 ⌛️ 1 Minutes 🟢 CALL UP ⬆️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,call,03:09
2026-01-31,2026-01-31 06:10:10,logic 5 cycle,82676,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 06:15:06,logic 5 cycle,82677,📊 USDBDT-OTCp ⏰ 03:16 ⌛️ 1 Minutes 🔴 PUT DOWN ⬇️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,put,03:16
2026-01-31,2026-01-31 06:17:04,logic 5 cycle,82678,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 06:21:05,logic 5 cycle,82679,📊 USDBDT-OTCp ⏰ 03:22 ⌛️ 1 Minutes 🟢 CALL UP ⬆️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,call,03:22
2026-01-31,2026-01-31 06:23:07,logic 5 cycle,82680,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 06:28:04,logic 5 cycle,82681,📊 USDBDT-OTCp ⏰ 03:29 ⌛️ 1 Minutes 🟢 CALL UP ⬆️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,call,03:29
2026-01-31,2026-01-31 06:30:03,logic 5 cycle,82682,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 06:34:38,logic 5 cycle,82683,📊 USDBDT-OTCp ⏰ 03:35 ⌛️ 1 Minutes 🔴 PUT DOWN ⬇️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,put,03:35
2026-01-31,2026-01-31 06:37:06,logic 5 cycle,82684,🗓 USDBDT-OTCp Profit ✅.,No,,,
2026-01-31,2026-01-31 06:39:10,logic 5 cycle,82685,📊 USDBDT-OTCp ⏰ 03:40 ⌛️ 1 Minutes 🔴 PUT DOWN ⬇️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,put,03:40
2026-01-31,2026-01-31 06:41:03,logic 5 cycle,82686,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 06:43:06,logic 5 cycle,82687,📊 USDBDT-OTCp ⏰ 03:44 ⌛️ 1 Minutes 🟢 CALL UP ⬆️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,call,03:44
2026-01-31,2026-01-31 06:45:05,logic 5 cycle,82688,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 06:47:09,logic 5 cycle,82689,📊 USDBDT-OTCp ⏰ 03:48 ⌛️ 1 Minutes 🔴 PUT DOWN ⬇️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,put,03:48
2026-01-31,2026-01-31 06:49:04,logic 5 cycle,82690,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 06:54:12,logic 5 cycle,82691,📊 USDBDT-OTCp ⏰ 03:55 ⌛️ 1 Minutes 🔴 PUT DOWN ⬇️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,put,03:55
2026-01-31,2026-01-31 06:56:05,logic 5 cycle,82692,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 06:59:32,logic 5 cycle,82693,📊 USDBDT-OTCp ⏰ 04:00 ⌛️ 1 Minutes 🟢 CALL UP ⬆️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,call,04:00
2026-01-31,2026-01-31 07:02:04,logic 5 cycle,82694,🗓 USDBDT-OTCp Profit ✅.,No,,,
2026-01-31,2026-01-31 07:07:07,logic 5 cycle,82695,📊 USDBDT-OTCp ⏰ 04:08 ⌛️ 1 Minutes 🟢 CALL UP ⬆️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,call,04:08
2026-01-31,2026-01-31 07:10:13,logic 5 cycle,82696,🗓 USDBDT-OTCp Loss ☑️,No,,,
2026-01-31,2026-01-31 07:14:08,logic 5 cycle,82697,📊 USDBDT-OTCp ⏰ 04:14 ⌛️ 1 Minutes 🔴 PUT DOWN ⬇️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,put,04:14
2026-01-31,2026-01-31 07:15:10,logic 5 cycle,82698,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 07:23:12,logic 5 cycle,82699,📊 USDBDT-OTCp ⏰ 04:24 ⌛️ 1 Minutes 🔴 PUT DOWN ⬇️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,put,04:24
2026-01-31,2026-01-31 07:25:17,logic 5 cycle,82700,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 07:29:07,logic 5 cycle,82701,📊 USDBDT-OTCp ⏰ 04:30 ⌛️ 1 Minutes 🟢 CALL UP ⬆️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,call,04:30
2026-01-31,2026-01-31 07:31:03,logic 5 cycle,82702,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 07:39:32,logic 5 cycle,82703,📊 USDBDT-OTCp ⏰ 04:40 ⌛️ 1 Minutes 🟢 CALL UP ⬆️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,call,04:40
2026-01-31,2026-01-31 07:42:10,logic 5 cycle,82704,🗓 USDBDT-OTCp Loss ☑️,No,,,
2026-01-31,2026-01-31 07:45:04,logic 5 cycle,82705,📊 USDBDT-OTCp ⏰ 04:46 ⌛️ 1 Minutes 🔴 PUT DOWN ⬇️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,put,04:46
2026-01-31,2026-01-31 07:47:06,logic 5 cycle,82706,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 07:55:05,logic 5 cycle,82707,📊 USDBDT-OTCp ⏰ 04:56 ⌛️ 1 Minutes 🟢 CALL UP ⬆️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,call,04:56
2026-01-31,2026-01-31 07:57:07,logic 5 cycle,82708,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 08:04:27,logic 5 cycle,82709,📊 USDBDT-OTCp ⏰ 05:05 ⌛️ 1 Minutes 🟢 CALL UP ⬆️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,call,05:05
2026-01-31,2026-01-31 08:06:11,logic 5 cycle,82710,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 08:28:59,logic 5 cycle,82711,📊 USDBDT-OTCp ⏰ 05:29 ⌛️ 1 Minutes 🟢 CALL UP ⬆️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,call,05:29
2026-01-31,2026-01-31 08:30:06,logic 5 cycle,82712,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 08:32:06,logic 5 cycle,82713,📊 USDBDT-OTCp ⏰ 05:33 ⌛️ 1 Minutes 🟢 CALL UP ⬆️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,call,05:33
2026-01-31,2026-01-31 08:35:12,logic 5 cycle,82714,🗓 USDBDT-OTCp Loss ☑️,No,,,
2026-01-31,2026-01-31 08:43:06,logic 5 cycle,82715,📊 USDBDT-OTCp ⏰ 05:44 ⌛️ 1 Minutes 🟢 CALL UP ⬆️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,call,05:44
2026-01-31,2026-01-31 08:45:07,logic 5 cycle,82716,🗓 USDBDT-OTCp Profit ✅,No,,,
2026-01-31,2026-01-31 08:48:07,logic 5 cycle,82717,📊 USDBDT-OTCp ⏰ 05:49 ⌛️ 1 Minutes 🟢 CALL UP ⬆️  🚧 POCKET 1M FREE 🚧 [CREATE ACCOUNT](https://u3.shortink.io/register?utm_campaign=63762&utm_source=affiliate&utm_medium=sr&a=kNR3okCP7wygKi&ac=unstoppableorgpocket) ADD ALL BOT https://t.me/addlist/9ze9Nw05g6UyYTVl JOIN MAIN CHANNEL @pocketoptionai,Yes,USDBDT_otc,call,05:49
