date,timestamp,channel,message_id,message_text,is_signal,asset,direction,signal_time
2026-01-31,2026-01-31 05:46:03,james martin vip channel m1,43710,,No,,,
2026-01-31,2026-01-31 06:00:02,james martin vip channel m1,43711,🏆 **Partial Result - VIP Signals [31/01]**  ✅ Win on USDCHF-OTC at 18:35 ✅ Win on EURGBP-OTC at 19:30 ✅ Win on EURJPY-OTC at 20:50 ✅ Win on USDCHF-OTC at 21:45 ❌ Loss on EURUSD-OTC at 22:50 ✅ Win on EURUSD-OTC at 23:45 ✅ Win on USDCHF-OTC at 00:45 ✅ Win on EURJPY-OTC at 01:40 ✅ Win on AUDCAD-OTC at 02:45 ✅ Win on EURJPY-OTC at 03:40 ❌ Loss on AUDCAD-OTC at 04:55 ✅ Win on EURUSD-OTC at 05:35  FINAL RESULT: 10x2 💰,No,,,
2026-01-31,2026-01-31 06:24:09,james martin vip channel m1,43712,⏳ **Get Ready For The Next Session** ⏰ **Expiration: 5 Minutes [M5]**  🔍 __Analyzing The Market...__ **STAY ALERT!** 👀 ➡️ [**Click Here**](https://bit.ly/RegistrationFree-PocketOption) To Keep The Broker Open And Not Miss Any Opportunities.  ⚠️ **IMPORTANT:** Verify Your Account On **Pocket Option** To Unlock **INSTANT WITHDRAWALS!** 🚀  ➡️ [**CLICK HERE**](https://telegra.ph/Verify-Your-Account-on-Pocket-Option-Easily-10-29) To Learn How To Verify Your Account And Secure Fast Withdrawals! 💸,No,,,
2026-01-31,2026-01-31 06:24:52,james martin vip channel m1,43713,**Activate notifications so you don't miss any signals!** 🔔,No,,,
2026-01-31,2026-01-31 06:30:01,james martin vip channel m1,43714,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **NZDUSD-OTC** - PUT 🟥 - 06:35 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,NZDUSD_otc,put,06:35
2026-01-31,2026-01-31 06:40:01,james martin vip channel m1,43716,,No,,,
2026-01-31,2026-01-31 07:02:35,james martin vip channel m1,43717,🤑,No,,,
2026-01-31,2026-01-31 07:15:01,james martin vip channel m1,43718,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURGBP-OTC** - PUT 🟥 - 07:20 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,EURGBP_otc,put,07:20
2026-01-31,2026-01-31 07:25:01,james martin vip channel m1,43720,,No,,,
2026-01-31,2026-01-31 07:50:28,james martin vip channel m1,43721,🎁 Take Advantage Of This Opportunity! Now You Can Multiply Your Capital With A 60% Bonus On Your Deposit!  🎟 Promo Code: **BKI513**  ➡️ [**Click Here And Learn How To Deposit With The Bonus**](https://telegra.ph/How-to-Withdraw-and-Deposit-on-the-Brokerage-09-16),No,,,
2026-01-31,2026-01-31 07:59:03,james martin vip channel m1,43722,"**⏱️****📈****  Perfect setup, wrong timing… and everything changes Most traders focus on what to trade.**  🎞 This video shows why timing matters more than the setup.  🔍📥 __ The same strategy can win or lose depending on when you enter.__   ⚡️ Fewer trades, better execution, stronger results.  **➡️**  [**Watch the full video and learn how timing transforms even the best setups.**](https://www.youtube.com/watch?v=yETV2kbUARc&list=PLNUN-BuUl5U7Xcj6FSlvQl_CokoHjVxyL)",No,,,
2026-01-31,2026-01-31 08:25:02,james martin vip channel m1,43723,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **AUDCAD-OTC** - PUT 🟥 - 08:30 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,AUDCAD_otc,put,08:30
2026-01-31,2026-01-31 08:35:01,james martin vip channel m1,43725,,No,,,
2026-01-31,2026-01-31 08:56:05,james martin vip channel m1,43726,,No,,,
2026-01-31,2026-01-31 09:26:03,james martin vip channel m1,43727,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURUSD-OTC** - CALL 🟩 - 09:30 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,EURUSD_otc,call,09:30
2026-01-31,2026-01-31 09:35:02,james martin vip channel m1,43729,,No,,,
2026-01-31,2026-01-31 09:53:05,james martin vip channel m1,43730,,No,,,
2026-01-31,2026-01-31 10:30:10,james martin vip channel m1,43731,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **AUDCAD-OTC** - PUT 🟥 - 10:35 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,AUDCAD_otc,put,10:35
2026-01-31,2026-01-31 10:50:02,james martin vip channel m1,43733,,No,,,
2026-01-31,2026-01-31 11:14:32,james martin vip channel m1,43734,,No,,,
2026-01-31,2026-01-31 11:27:12,james martin vip channel m1,43735,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURGBP-OTC** - PUT 🟥 - 11:30 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,EURGBP_otc,put,11:30
2026-01-31,2026-01-31 11:35:05,james martin vip channel m1,43737,,No,,,
2026-01-31,2026-01-31 11:51:01,james martin vip channel m1,43738,"🔥 Many Traders Fail Not Because They Lose, But Because They Don't Manage Their Losses! Don't Make The Same Mistake.  ➡️ [**Click Here And Learn Risk Management**](https://telegra.ph/How-to-Perform-Risk-Management-Effectively-02-06)",No,,,
2026-01-31,2026-01-31 12:31:02,james martin vip channel m1,43739,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **AUDCAD-OTC** - PUT 🟥 - 12:35 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,AUDCAD_otc,put,12:35
2026-01-31,2026-01-31 12:50:05,james martin vip channel m1,43741,,No,,,
2026-01-31,2026-01-31 13:04:39,james martin vip channel m1,43742,🚀 Want To Boost Your Capital And Trade With More Confidence? Use This Code To Get A 60% Bonus On Your Deposit!  🎟 Code: **BKI513**  ➡️ [**Click Here And Take Advantage Of The Bonus**](https://telegra.ph/How-to-Withdraw-and-Deposit-on-the-Brokerage-09-16),No,,,
2026-01-31,2026-01-31 13:29:02,james martin vip channel m1,43743,🔭,No,,,
2026-01-31,2026-01-31 13:32:01,james martin vip channel m1,43744,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURJPY-OTC** - PUT 🟥 - 13:35 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,EURJPY_otc,put,13:35
2026-01-31,2026-01-31 13:33:37,james martin vip channel m1,43745,"**📢**** Family, the countdown is on! ****🍵**** Live stream starts in 30 minutes**  🤔__ Still not making money with my signals? Watch this first:__ 🌐 [**Explanatory video**](https://t.me/c/1815139606/228)  **▶️** [**Join the live right here!**](http://youtube.com/@OBJamesMartin?sub_confirmation=1)",No,,,
2026-01-31,2026-01-31 13:45:01,james martin vip channel m1,43747,,No,,,
2026-01-31,2026-01-31 13:59:03,james martin vip channel m1,43748,▶️,No,,,
2026-01-31,2026-01-31 14:03:27,james martin vip channel m1,43749,"**LIVE NOW!! ** 🎞  🪙 I want everyone to join the live   ** Don't forget to share the link with a friend or family member, it will be a great help!**   Click the link below to join the live 🕯  [🌐 Live Stream on YouTube](https://youtube.com/live/ZGCPOJGTOl8)",No,,,
2026-01-31,2026-01-31 14:07:31,james martin vip channel m1,43750,"🔥 Many Traders Fail Not Because They Lose, But Because They Don't Manage Their Losses! Don't Make The Same Mistake.  ➡️ [**Click Here And Learn Risk Management**](https://telegra.ph/How-to-Perform-Risk-Management-Effectively-02-06)",No,,,
2026-01-31,2026-01-31 14:32:02,james martin vip channel m1,43751,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **GBPUSD-OTC** - PUT 🟥 - 14:35 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,GBPUSD_otc,put,14:35
2026-01-31,2026-01-31 14:45:02,james martin vip channel m1,43753,,No,,,
2026-01-31,2026-01-31 15:10:35,james martin vip channel m1,43754,🔥 Increase Your Capital From The First Deposit! Use This Coupon And Get An Instant 60% Bonus.  🎟 Promo Code: **BKI513**  ➡️ [**Click Here And Secure Your Bonus**](https://telegra.ph/How-to-Withdraw-and-Deposit-on-the-Brokerage-09-16),No,,,
2026-01-31,2026-01-31 15:31:01,james martin vip channel m1,43755,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURJPY-OTC** - PUT 🟥 - 15:35 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,EURJPY_otc,put,15:35
2026-01-31,2026-01-31 15:40:08,james martin vip channel m1,43757,,No,,,
2026-01-31,2026-01-31 16:06:04,james martin vip channel m1,43758,💰 Did You Win This Trade? Now Learn How To Withdraw Your Profits Correctly!  ➡️ [**Click Here And Learn How To Withdraw Your Money**](https://telegra.ph/How-to-Withdraw-and-Deposit-on-the-Brokerage-09-16),No,,,
2026-01-31,2026-01-31 16:32:08,james martin vip channel m1,43759,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURUSD-OTC** - PUT 🟥 - 16:35 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,EURUSD_otc,put,16:35
2026-01-31,2026-01-31 16:45:07,james martin vip channel m1,43761,,No,,,
2026-01-31,2026-01-31 16:55:10,james martin vip channel m1,43762,💰 Don't Miss This Opportunity! Use The Coupon And Multiply Your Initial Capital With A 60% Bonus.  🎟 Code: **BKI513**  ➡️ [**Use Your Bonus Now**](https://telegra.ph/How-to-Withdraw-and-Deposit-on-the-Brokerage-09-16),No,,,
2026-01-31,2026-01-31 17:20:01,james martin vip channel m1,43763,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **USDJPY-OTC** - PUT 🟥 - 17:25 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,USDJPY_otc,put,17:25
2026-01-31,2026-01-31 17:40:07,james martin vip channel m1,43764,"**USDJPY-OTC** turned against the trend today, but we stay calm and calculated. 🔐",No,,,
2026-01-31,2026-01-31 17:51:30,james martin vip channel m1,43765,"⛔️ Losses Happen, But What Matters Is **How You Manage Them**! Avoid Overtrading!  ➡️ [**Click Here And Learn How To Control Your Risk**](https://telegra.ph/How-to-Perform-Risk-Management-Effectively-02-06)",No,,,
2026-01-31,2026-01-31 18:00:02,james martin vip channel m1,43766,🏆 **Partial Result - VIP Signals [31/01]**  ✅ Win on NZDUSD-OTC at 06:40 ✅ Win on EURGBP-OTC at 07:25 ✅ Win on AUDCAD-OTC at 08:35 ✅ Win on EURUSD-OTC at 09:35 ✅ Win on AUDCAD-OTC at 10:50 ✅ Win on EURGBP-OTC at 11:35 ✅ Win on AUDCAD-OTC at 12:50 ✅ Win on EURJPY-OTC at 13:45 ✅ Win on GBPUSD-OTC at 14:45 ✅ Win on EURJPY-OTC at 15:40 ✅ Win on EURUSD-OTC at 16:45 ❌ Loss on USDJPY-OTC at 17:40  FINAL RESULT: 11x1 💰,No,,,
2026-01-31,2026-01-31 18:23:07,james martin vip channel m1,43767,⏳ **Get Ready For The Next Session** ⏰ **Expiration: 5 Minutes [M5]**  🔍 __Analyzing The Market...__ **STAY ALERT!** 👀 ➡️ [**Click Here**](https://bit.ly/RegistrationFree-PocketOption) To Keep The Broker Open And Not Miss Any Opportunities.  ⚠️ **IMPORTANT:** Verify Your Account On **Pocket Option** To Unlock **INSTANT WITHDRAWALS!** 🚀  ➡️ [**CLICK HERE**](https://telegra.ph/Verify-Your-Account-on-Pocket-Option-Easily-10-29) To Learn How To Verify Your Account And Secure Fast Withdrawals! 💸,No,,,
2026-01-31,2026-01-31 18:23:57,james martin vip channel m1,43768,**Activate notifications so you don't miss any signals!** 🔔,No,,,
2026-01-31,2026-01-31 18:35:05,james martin vip channel m1,43769,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURUSD-OTC** - PUT 🟥 - 18:40 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,EURUSD_otc,put,18:40
2026-01-31,2026-01-31 18:45:02,james martin vip channel m1,43771,,No,,,
2026-01-31,2026-01-31 19:04:19,james martin vip channel m1,43772,📊,No,,,
2026-01-31,2026-01-31 19:20:03,james martin vip channel m1,43773,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURGBP-OTC** - PUT 🟥 - 19:25 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,EURGBP_otc,put,19:25
2026-01-31,2026-01-31 19:30:02,james martin vip channel m1,43775,,No,,,
2026-01-31,2026-01-31 19:36:45,james martin vip channel m1,43776,⏱️**🪙**** Same setup. Different timing. Totally different result.** __This changes how you trade.__  **👉**  [**Watch why timing beats setup.**](https://www.youtube.com/watch?v=yETV2kbUARc&list=PLNUN-BuUl5U7Xcj6FSlvQl_CokoHjVxyL),No,,,
2026-01-31,2026-01-31 19:53:20,james martin vip channel m1,43777,🚀 Don't Keep This Opportunity Just For Yourself! Help A Friend Start Earning Too. ➡️ [**Share This Link And Grow Together**](https://bit.ly/Access-To-Vip),No,,,
2026-01-31,2026-01-31 20:31:09,james martin vip channel m1,43778,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURJPY-OTC** - PUT 🟥 - 20:35 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,EURJPY_otc,put,20:35
2026-01-31,2026-01-31 20:40:03,james martin vip channel m1,43780,,No,,,
2026-01-31,2026-01-31 20:57:07,james martin vip channel m1,43781,"🚀 Success In Trading Isn't About How Much You Win, But About How Well You Manage Your Losses!  ➡️ [**Click Here And Secure Your Capital**](https://telegra.ph/How-to-Perform-Risk-Management-Effectively-02-06)",No,,,
2026-01-31,2026-01-31 21:25:06,james martin vip channel m1,43782,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURJPY-OTC** - PUT 🟥 - 21:30 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,EURJPY_otc,put,21:30
2026-01-31,2026-01-31 21:35:02,james martin vip channel m1,43783,"🚀 Great movement on **EURJPY-OTC**! Positive result, and we keep moving confidently! 🔥✅",No,,,
2026-01-31,2026-01-31 21:35:06,james martin vip channel m1,43784,,No,,,
2026-01-31,2026-01-31 21:46:29,james martin vip channel m1,43785,🏆,No,,,
2026-01-31,2026-01-31 22:31:02,james martin vip channel m1,43786,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURUSD-OTC** - PUT 🟥 - 22:35 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,EURUSD_otc,put,22:35
2026-01-31,2026-01-31 22:50:04,james martin vip channel m1,43788,,No,,,
2026-01-31,2026-01-31 23:05:49,james martin vip channel m1,43789,,No,,,
2026-01-31,2026-01-31 23:32:02,james martin vip channel m1,43790,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **USDJPY-OTC** - PUT 🟥 - 23:35 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,USDJPY_otc,put,23:35
2026-01-31,2026-01-31 23:40:03,james martin vip channel m1,43792,,No,,,
2026-01-31,2026-01-31 23:53:59,james martin vip channel m1,43793,,No,,,
2026-02-01,2026-02-01 00:35:02,james martin vip channel m1,43794,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURGBP-OTC** - PUT 🟥 - 00:40 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,EURGBP_otc,put,00:40
2026-02-01,2026-02-01 01:05:02,james martin vip channel m1,43796,,No,,,
2026-02-01,2026-02-01 01:21:24,james martin vip channel m1,43797,🎁 Start Trading With More Balance! Use This Exclusive Coupon And Get A 60% Bonus Now!  🎟 Promo Code: **BKI513**  ➡️ [**Click Here And Claim Your Bonus**](https://telegra.ph/How-to-Withdraw-and-Deposit-on-the-Brokerage-09-16),No,,,
2026-02-01,2026-02-01 01:32:03,james martin vip channel m1,43798,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURJPY-OTC** - PUT 🟥 - 01:35 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,EURJPY_otc,put,01:35
2026-02-01,2026-02-01 01:40:03,james martin vip channel m1,43800,,No,,,
2026-02-01,2026-02-01 02:06:18,james martin vip channel m1,43801,"🥇 Don’t Keep The Secret To Yourself! If You’re Seeing Results, It’s Time To Share. 📌 Join and share this opportunity: https://bit.ly/Access-To-Vip",No,,,
2026-02-01,2026-02-01 02:25:11,james martin vip channel m1,43802,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **USDJPY-OTC** - PUT 🟥 - 02:30 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,USDJPY_otc,put,02:30
2026-02-01,2026-02-01 02:45:01,james martin vip channel m1,43804,,No,,,
2026-02-01,2026-02-01 03:05:33,james martin vip channel m1,43805,💰,No,,,
2026-02-01,2026-02-01 03:25:02,james martin vip channel m1,43806,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURJPY-OTC** - PUT 🟥 - 03:30 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,EURJPY_otc,put,03:30
2026-02-01,2026-02-01 03:35:10,james martin vip channel m1,43808,,No,,,
2026-02-01,2026-02-01 03:45:47,james martin vip channel m1,43809,💰 Why Win Alone When You Can Help Someone Else? Share And Multiply Your Profits! ➡️ [**Send This Link To Someone Who Should Win With You**](https://bit.ly/Access-To-Vip),No,,,
2026-02-01,2026-02-01 04:32:09,james martin vip channel m1,43810,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURJPY-OTC** - PUT 🟥 - 04:35 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,EURJPY_otc,put,04:35
2026-02-01,2026-02-01 04:40:02,james martin vip channel m1,43812,,No,,,
2026-02-01,2026-02-01 05:06:11,james martin vip channel m1,43813,,No,,,
2026-02-01,2026-02-01 05:20:03,james martin vip channel m1,43814,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **USDCHF-OTC** - PUT 🟥 - 05:25 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,USDCHF_otc,put,05:25
2026-02-01,2026-02-01 05:29:02,james martin vip channel m1,43815,👇🏻,No,,,
2026-02-01,2026-02-01 05:33:02,james martin vip channel m1,43816,**📱**** Live trading starts in 30 minutes Be part of the action — don’t just hear about the results later.****🎯**  ➡️ [**Register now to trade live**](https://bit.ly/Free-Registration-PocketOption) 📹 [**Click to join the stream**](http://youtube.com/@OBJamesMartin?sub_confirmation=1),No,,,
2026-02-01,2026-02-01 05:40:08,james martin vip channel m1,43818,,No,,,
2026-02-01,2026-02-01 05:55:23,james martin vip channel m1,43819,📉,No,,,
2026-02-01,2026-02-01 05:59:02,james martin vip channel m1,43820,▶️,No,,,
2026-02-01,2026-02-01 06:00:02,james martin vip channel m1,43821,🏆 **Partial Result - VIP Signals [01/02]**  ✅ Win on EURUSD-OTC at 18:45 ✅ Win on EURGBP-OTC at 19:30 ✅ Win on EURJPY-OTC at 20:40 ✅ Win on EURJPY-OTC at 21:35 ✅ Win on EURUSD-OTC at 22:50 ✅ Win on USDJPY-OTC at 23:40 ✅ Win on EURGBP-OTC at 01:05 ✅ Win on EURJPY-OTC at 01:40 ✅ Win on USDJPY-OTC at 02:45 ✅ Win on EURJPY-OTC at 03:35 ✅ Win on EURJPY-OTC at 04:40 ✅ Win on USDCHF-OTC at 05:40  FINAL RESULT: 12x0 💰,No,,,
2026-02-01,2026-02-01 06:02:59,james martin vip channel m1,43822,👉🏻** You can't miss my live stream right now! **  ‼️** I am trading in the market and will be available to answer any questions you have. **  ⚡️ Don't forget to share the link with a friend or family member. It would be a great help!  [🌐 Watch on YouTube](https://youtube.com/live/yG3Rya4KtWk),No,,,
2026-02-01,2026-02-01 06:09:06,james martin vip channel m1,43823,⏳ **Get Ready For The Next Session** ⏰ **Expiration: 5 Minutes [M5]**  🔍 __Analyzing The Market...__ **STAY ALERT!** 👀 ➡️ [**Click Here**](https://bit.ly/RegistrationFree-PocketOption) To Keep The Broker Open And Not Miss Any Opportunities.  ⚠️ **IMPORTANT:** Verify Your Account On **Pocket Option** To Unlock **INSTANT WITHDRAWALS!** 🚀  ➡️ [**CLICK HERE**](https://telegra.ph/Verify-Your-Account-on-Pocket-Option-Easily-10-29) To Learn How To Verify Your Account And Secure Fast Withdrawals! 💸,No,,,
2026-02-01,2026-02-01 06:09:37,james martin vip channel m1,43824,**Activate notifications so you don't miss any signals!** 🔔,No,,,
2026-02-01,2026-02-01 06:32:02,james martin vip channel m1,43825,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **NZDUSD-OTC** - PUT 🟥 - 06:35 • Expiration: 5 minutes (M5) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2313740819/4)",Yes,NZDUSD_otc,put,06:35
2026-02-01,2026-02-01 06:50:02,james martin vip channel m1,43827,,No,,,
2026-02-01,2026-02-01 07:11:18,james martin vip channel m1,43828,🎯,No,,,
