date,timestamp,channel,message_id,message_text,is_signal,asset,direction,signal_time
2026-02-18,2026-02-18 02:07:01,James martin free channel,98110,"📊 **FREE SIGNALS** 📊 ⏰ Time Zone: UTC -3  • **EURUSD-OTC** - PUT 🟥 - 02:10 • Expiration: 5 minutes (M5) • If you lose, make up to 2 Gale's.  📲 [Click to Open the Broker](https://bit.ly/Free-Registration-PocketOption) ➡️ Don't know how to operate? [Click here](https://t.me/c/1815139606/228)",Yes,EURUSD_otc,put,02:10
2026-02-18,2026-02-18 02:15:01,James martin free channel,98112,💰 Positive execution on **EURUSD-OTC**! Strong reading and flawless setup! 🔥,Yes,EURUSD_otc,call,
2026-02-18,2026-02-18 02:46:00,James martin free channel,98113,"📉⚡️ Watching every move closely. Big plays approaching , stay alert!",No,,,
2026-02-18,2026-02-18 03:04:03,James martin free channel,98114,👇🏻,No,,,
2026-02-18,2026-02-18 03:07:02,James martin free channel,98115,"📊 **FREE SIGNALS** 📊 ⏰ Time Zone: UTC -3  • **GBPUSD-OTC** - PUT 🟥 - 03:10 • Expiration: 5 minutes (M5) • If you lose, make up to 2 Gale's.  📲 [Click to Open the Broker](https://bit.ly/Free-Registration-PocketOption) ➡️ Don't know how to operate? [Click here](https://t.me/c/1815139606/228)",Yes,GBPUSD_otc,put,03:10
2026-02-18,2026-02-18 03:15:02,James martin free channel,98117,🚀 Another win locked in with **GBPUSD-OTC**! The method keeps proving itself! 🔥,No,,,
2026-02-18,2026-02-18 03:37:02,James martin free channel,98118,💵,No,,,
2026-02-18,2026-02-18 03:39:03,James martin free channel,98120,Another $15.22 secured! Amazing  Master! 🔥,No,,,
2026-02-18,2026-02-18 03:41:02,James martin free channel,98121,"**🤩****💵**** Seeing these results motivates even more! Together as a team, we keep growing.** __ ____💭____ Haven’t started? Deposit and take part now.__ 🤑  In profit? Withdraw and enjoy , you earned it! ➡️  [**Click here and I’ll show you how to do it step by step.**](https://telegra.ph/How-to-Withdraw-and-Deposit-on-the-Brokerage-09-16)",No,,,
2026-02-18,2026-02-18 04:09:01,James martin free channel,98122,⬇️,No,,,
2026-02-18,2026-02-18 04:10:01,James martin free channel,98123,"📊 **FREE SIGNALS** 📊 ⏰ Time Zone: UTC -3  • **AUDCAD-OTC** - PUT 🟥 - 04:15 • Expiration: 5 minutes (M5) • If you lose, make up to 2 Gale's.  📲 [Click to Open the Broker](https://bit.ly/Free-Registration-PocketOption) ➡️ Don't know how to operate? [Click here](https://t.me/c/1815139606/228)",Yes,AUDCAD_otc,put,04:15
2026-02-18,2026-02-18 04:20:00,James martin free channel,98124,,No,,,
2026-02-18,2026-02-18 04:20:02,James martin free channel,98125,💰 That’s how it’s done! **AUDCAD-OTC** respected the plan and we capitalized! 🔥,No,,,
2026-02-18,2026-02-18 04:28:43,James martin free channel,98126,📷 **Taking control of the future!** 🧠💸  **Troy Theus** made the move and is already seeing change! 🚀📊  Have questions? **I’m here to answer every one of them!**  [**Talk to me right now!**](https://t.me/OBJamesMartin_bot) 💰💬,No,,,
2026-02-18,2026-02-18 04:29:10,James martin free channel,98128,On point  I made $11.47 this week  thanks James!,No,,,
2026-02-18,2026-02-18 04:37:37,James martin free channel,98129,,No,,,
2026-02-18,2026-02-18 04:50:38,James martin free channel,98130,,No,,,
2026-02-18,2026-02-18 05:07:01,James martin free channel,98131,"📊 **FREE SIGNALS** 📊 ⏰ Time Zone: UTC -3  • **AUDCAD-OTC** - PUT 🟥 - 05:10 • Expiration: 5 minutes (M5) • If you lose, make up to 2 Gale's.  📲 [Click to Open the Broker](https://bit.ly/Free-Registration-PocketOption) ➡️ Don't know how to operate? [Click here](https://t.me/c/1815139606/228)",Yes,AUDCAD_otc,put,05:10
2026-02-18,2026-02-18 05:15:00,James martin free channel,98133,🚀 Excellent strategy on **AUDCAD-OTC**! WIN secured and momentum continues! 💥,No,,,
